input_weights_mean,input_weights_var,output_weights_mean,output_weights_var,bias,pre_activation_mean,post_activation_mean,input_weight_grads_mean,input_weight_grads_var,output_weight_grads_mean,output_weight_grads_var,pre_activation_grad_mean,post_activation_grad_mean,neuron_idx,input_weights_mean_pct,input_weights_var_pct,output_weights_mean_pct,output_weights_var_pct,bias_pct,pre_activation_mean_pct,post_activation_mean_pct,input_weight_grads_mean_pct,input_weight_grads_var_pct,output_weight_grads_mean_pct,output_weight_grads_var_pct,pre_activation_grad_mean_pct,post_activation_grad_mean_pct,regime_name,starting_width,init_id,delta_test_loss_at_h0,delta_test_loss_at_h1,delta_test_loss_at_h2,delta_test_loss_at_h3,delta_test_loss_at_h4,delta_test_loss_at_h5,delta_test_loss_at_h6,delta_test_loss_at_h7,delta_test_loss_at_h8,delta_test_loss_at_h9,delta_test_loss_at_h10,delta_test_loss_at_h11,delta_test_loss_at_h12,delta_test_loss_at_h13,delta_test_loss_at_h14,delta_test_loss_at_h15,delta_test_loss_at_h16,delta_test_loss_at_h17,delta_test_loss_at_h18,delta_test_loss_at_h19,delta_test_loss_at_h20,delta_test_loss_at_h21,delta_test_loss_at_h22,delta_test_loss_at_h23,delta_test_loss_at_h24,delta_test_loss_at_h25,delta_test_loss_at_h26,delta_test_loss_at_h27,delta_test_loss_at_h28,delta_test_loss_at_h29,delta_test_loss_at_h30,delta_test_loss_at_h31,delta_test_loss_at_h32,delta_test_loss_at_h33,delta_test_loss_at_h34,delta_test_loss_at_h35,delta_test_loss_at_h36,delta_test_loss_at_h37,delta_test_loss_at_h38,delta_test_loss_at_h39,delta_test_loss_at_h40,delta_test_loss_at_h41,delta_test_loss_at_h42,delta_test_loss_at_h43,delta_test_loss_at_h44,delta_test_loss_at_h45,delta_test_loss_at_h46,delta_test_loss_at_h47,delta_test_loss_at_h48,delta_test_loss_at_h49
-0.5534811615943909,1.5299476385116577,-5.1675262451171875,0.0,3.2589173316955566,3.8800108432769775,5.5800089836120605,,,,,-1.0717380046844482,-0.7080326080322266,2,0.5,0.0,0.0,0.0,0.0,0.5,0.25,,,,,0.0,0.0,UP,4,2,-4.859200683593826,-9.432123535156279,-13.515157226562565,-17.147858886718836,-20.379605468750015,-23.257065429687486,-25.82040576171869,-28.105267578124995,-30.14312939453123,-31.961666015625042,-33.58504101562494,-35.03524560546873,-36.33147851562501,-37.48960742187501,-38.52441210937502,-39.44969042968751,-40.27689355468749,-41.015756835937395,-41.674315917968784,-42.26221582031246,-42.785948730468704,-43.25137500000005,-43.66538476562505,-44.032610839843755,-44.35791064453133,-44.64504394531252,-44.898269042968764,-45.11933740234372,-45.312868652343695,-45.481104492187455,-45.62674462890618,-45.752529785156185,-45.86022167968747,-45.951470214843766,-46.02808203125005,-46.091987304687564,-46.1452709960937,-46.18818164062509,-46.22282226562493,-46.250393554687435,-46.27166113281248,-46.287916015625,-46.299680175781305,-46.307908203125066,-46.3133256835938,-46.31690820312508,-46.31918505859369,-46.319951171875005,-46.320696777343755,-46.32097509765629
1.1565160751342773,4.637751579284668,7.392885208129883,0.0,7.213023662567139,6.397897720336914,9.502575874328613,,,,,1.3119561672210693,1.044424295425415,3,0.75,0.75,0.75,0.0,0.75,0.75,0.75,,,,,0.75,0.75,UP,4,3,-8.172906249999983,-15.436916015625002,-21.721500976562538,-27.13995605468756,-31.814879882812534,-35.855311035156205,-39.35490087890628,-42.39261425781251,-45.03593945312491,-47.34268798828134,-49.35978124999997,-51.128002929687455,-52.681300292968785,-54.04744189453129,-55.25090039062502,-56.31298046874997,-57.25083154296874,-58.079107910156154,-58.81018310546881,-59.45634423828119,-60.026934570312505,-60.52991162109379,-60.97320556640625,-61.363280273437454,-61.705932128906284,-62.006062499999985,-62.26847509765628,-62.49638525390617,-62.69421972656244,-62.864975585937486,-63.01202587890623,-63.137964843749955,-63.24487890625005,-63.33504101562505,-63.410540527343755,-63.47313330078134,-63.52451416015617,-63.56637207031258,-63.599707519531194,-63.625935546874985,-63.64618359375004,-63.66153124999994,-63.672637207031244,-63.680244140625064,-63.685311035156246,-63.68840820312505,-63.69014697265618,-63.69091601562502,-63.691952636718725,-63.692599609375065
0.7158911228179932,2.0881054401397705,5.940917015075684,0.0,5.288698196411133,4.498293876647949,6.4958977699279785,,,,,0.5455532670021057,0.4965705871582031,0,0.5,0.0,0.75,0.0,0.75,0.0,0.0,,,,,0.75,0.75,UP,4,0,-1.6683444824219578,-3.2841154785155595,-4.66102856445309,-5.844820556640684,-6.8751174316406605,-7.782335205078084,-8.588937744140594,-9.312293701171825,-9.96550463867186,-10.559475585937548,-11.101678466796898,-11.599145263671858,-12.056785888671811,-12.479092773437515,-12.869277587890565,-13.23061132812495,-13.565512207031247,-13.875763916015558,-14.16318237304688,-14.429147216796878,-14.67547143554691,-14.903000976562566,-15.11292553710939,-15.306219726562517,-15.483474609375094,-15.646059082031343,-15.794320556640628,-15.929034179687505,-16.051049560546858,-16.161033935546925,-16.25990356445311,-16.348187255859443,-16.426505859375084,-16.495400390625036,-16.555806152343735,-16.60827368164064,-16.653340332031235,-16.69170092773436,-16.723971191406235,-16.75056445312498,-16.77214331054688,-16.789318603515653,-16.80262207031251,-16.812579833984387,-16.819607177734383,-16.8245439453126,-16.827443603515576,-16.82948608398442,-16.83113891601556,-16.831186035156293
0.7390438914299011,2.1591835021972656,5.827099323272705,0.0,5.206921100616455,4.447080612182617,6.5702972412109375,,,,,0.3631485402584076,0.5018316507339478,1,0.75,0.25,0.5,0.0,0.5,0.25,0.25,,,,,0.75,0.75,UP,4,1,-1.6683911132812455,-3.284730957031229,-4.662520019531257,-5.847114013671899,-6.8782604980468705,-7.78669726562498,-8.594651855468669,-9.319238525390574,-9.973448486328152,-10.568381835937544,-11.11163330078125,-11.610204345703096,-12.068886718749923,-12.49211450195321,-12.883109619140555,-13.245362792968763,-13.58099682617194,-13.892003662109346,-14.180183349609365,-14.44696093750008,-14.693680664062526,-14.921860351562486,-15.13245092773434,-15.326188720703158,-15.503823730468753,-15.666639648437581,-15.815213378906265,-15.950405273437582,-16.07273144531257,-16.18304565429696,-16.282118408203132,-16.370571044921917,-16.44913330078134,-16.518313964843742,-16.578870849609416,-16.631504150390583,-16.67673950195308,-16.71507348632815,-16.74745922851571,-16.773957519531223,-16.795737792968794,-16.81300146484375,-16.826422851562484,-16.836428955078077,-16.843600097656235,-16.848497802734414,-16.851552246093775,-16.85358447265628,-16.855230224609386,-16.85531713867192
-0.7023493051528931,2.240938186645508,-5.715034484863281,0.0,5.0203776359558105,5.510351181030273,7.342169761657715,,,,,-0.7313836812973022,-0.4928398132324219,2,0.25,0.5,0.0,0.0,0.0,0.5,0.5,,,,,0.0,0.0,UP,4,2,-1.5839226074218686,-3.1712626953124072,-4.537588867187424,-5.722764648437533,-6.761199951171875,-7.680552734374942,-8.501119384765616,-9.238831298828131,-9.905867675781224,-10.512828125000055,-11.067193359374983,-11.57573999023441,-12.043373535156206,-12.4746499023438,-12.872842529296804,-13.241486083984341,-13.582786865234425,-13.89888769531251,-14.191437011718676,-14.462224609375085,-14.712631591796935,-14.943917480468826,-15.157266601562469,-15.353395263671928,-15.53327709960945,-15.698164550781257,-15.848345703125005,-15.985162109374983,-16.10893579101571,-16.220343505859432,-16.32070239257814,-16.410146728515656,-16.48954321289068,-16.559462402343797,-16.620720703125016,-16.673953125000025,-16.719731689453056,-16.7587062988282,-16.791401123046967,-16.818399902343685,-16.840439941406316,-16.857773437499986,-16.87133715820312,-16.88143090820313,-16.888695068359425,-16.8936154785157,-16.89659594726561,-16.898662597656312,-16.900310791015613,-16.90039135742188
-0.7129817008972168,2.3981971740722656,-5.640411376953125,0.0,5.03537654876709,5.57609224319458,7.443870544433594,,,,,-0.26211017370224,-0.46947669982910156,3,0.0,0.75,0.25,0.0,0.25,0.75,0.75,,,,,0.0,0.0,UP,4,3,-1.591986083984466,-3.183652587890606,-4.5530195312500155,-5.739889160156281,-6.779753906249994,-7.699966064453065,-8.52098364257813,-9.258801025390653,-9.925765625000054,-10.532705810546986,-11.087044433593746,-11.595220458984386,-12.062913085937453,-12.49400610351563,-12.891929687499896,-13.260471191406282,-13.601652343750061,-13.917649658203118,-14.210039062499959,-14.480726074218751,-14.730954589843805,-14.96208203125002,-15.175394531249935,-15.371457031249975,-15.551150878906242,-15.715889892578161,-15.866117675781197,-16.002717773437553,-16.1265317382813,-16.237940917968785,-16.338187011718787,-16.42757690429687,-16.506902587890636,-16.57680444335938,-16.638023681640675,-16.691185546874976,-16.736956054687425,-16.77586889648444,-16.808486328125014,-16.835508300781157,-16.857496826171882,-16.874860107421796,-16.888431640624958,-16.898561279296814,-16.90574731445315,-16.910739501953117,-16.913763671875017,-16.915808593750057,-16.91730737304681,-16.91743188476562
-0.5471833944320679,1.503399133682251,-5.130119800567627,0.0,3.2370195388793945,3.763197660446167,5.471211910247803,,,,,-0.7889503240585327,0.11379891633987427,0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,,,,,0.25,0.5,UP,4,0,-5.128683593749997,-10.10326367187497,-14.571295898437484,-18.57594091796875,-22.16755712890631,-25.391759277343795,-28.286797851562483,-30.889158691406237,-33.22885253906247,-35.33368554687502,-37.227996093749994,-38.933543457031305,-40.468562011718745,-41.85119433593752,-43.095587890624984,-44.216227539062515,-45.22462646484371,-46.13120458984372,-46.94691894531252,-47.679613769531215,-48.33647753906246,-48.92446582031255,-49.45123632812499,-49.92010839843749,-50.339040039062525,-50.710673339843765,-51.03981787109376,-51.330666503906286,-51.58739355468754,-51.811808593750015,-52.007579101562555,-52.178171874999975,-52.324394531249936,-52.449973144531214,-52.55731640625004,-52.64747998046869,-52.72246777343753,-52.784822753906155,-52.835395019531234,-52.875399414062485,-52.907361328125035,-52.93202197265623,-52.950598632812444,-52.963809570312606,-52.973337890624975,-52.98001708984373,-52.983614257812405,-52.98592578124999,-52.9890688476562,-52.989413085937485
1.084000825881958,4.0638837814331055,7.8620829582214355,0.0,6.887163162231445,6.164103031158447,9.027885437011719,,,,,0.6007066369056702,0.3944418430328369,1,0.75,0.75,0.75,0.0,0.75,0.75,0.75,,,,,0.75,0.75,UP,4,1,-8.356148437499996,-15.992377441406234,-22.658290527343752,-28.459851074218705,-33.51346923828123,-37.92303857421871,-41.777827148437495,-45.154517089843694,-48.11879492187495,-50.727996582031324,-53.02922705078129,-55.06328417968757,-56.86448291015631,-58.46227832031252,-59.88116015624996,-61.143440917968746,-62.26712939453125,-63.26819238281246,-64.16068212890627,-64.95520556640622,-65.66277880859366,-66.29257714843754,-66.8527641601562,-67.34938330078126,-67.78981689453133,-68.17963427734378,-68.52344384765627,-68.82613476562506,-69.09160546875,-69.32334228515629,-69.52473876953127,-69.69951513671879,-69.84944091796876,-69.97797314453123,-70.0870219726562,-70.17889648437495,-70.25551611328126,-70.31879443359367,-70.36988330078123,-70.41083398437502,-70.443263671875,-70.46831250000002,-70.48701611328124,-70.50069921875001,-70.51019140624999,-70.51595751953118,-70.52008007812492,-70.52275683593757,-70.52473828124994,-70.5252182617188
-0.6587112545967102,2.0462398529052734,-4.669370651245117,0.0,3.3656857013702393,3.843474864959717,6.020236492156982,,,,,-0.15175315737724304,-0.4603334665298462,2,0.0,0.5,0.5,0.0,0.25,0.25,0.5,,,,,0.5,0.5,UP,4,2,-5.2055786132812045,-10.277932617187503,-14.823599609375037,-18.888699218749935,-22.527492187500002,-25.78800976562502,-28.71166406249995,-31.33482373046877,-33.6902739257813,-35.80654541015633,-37.7089580078125,-39.42068701171877,-40.95982031250003,-42.34466162109379,-43.590557617187415,-44.711863769531305,-45.720486328124935,-46.62687890625,-47.442263671875025,-48.174204589843725,-48.83055615234366,-49.417915039062564,-49.94353320312496,-50.41221044921883,-50.829922851562515,-51.20123437500001,-51.529946289062536,-51.82005468750003,-52.07606201171882,-52.29996142578125,-52.49513671875002,-52.66530615234376,-52.811276367187475,-52.93638964843751,-53.043204589843754,-53.13290722656245,-53.207846679687464,-53.26981542968747,-53.31969091796873,-53.360076171874994,-53.39186083984373,-53.41666015625003,-53.435249999999996,-53.448539062500004,-53.4581010742188,-53.464550781249955,-53.4682211914062,-53.470532714843785,-53.47365332031245,-53.474020996093714
-0.48683610558509827,1.3859102725982666,-5.1568379402160645,0.0,3.431807041168213,4.121990203857422,5.544980525970459,,,,,-0.9539903402328491,-0.2560300827026367,3,0.5,0.0,0.0,0.0,0.5,0.5,0.25,,,,,0.0,0.0,UP,4,3,-5.225049316406285,-10.300281250000012,-14.848650878906255,-18.915786132812514,-22.554732421875087,-25.815316406249963,-28.737725097656153,-31.358933105468736,-33.71208007812504,-35.82585546875009,-37.72553613281252,-39.434161132812505,-40.97013232421875,-42.3518134765626,-43.594753906249935,-44.71255078125,-45.717541503906205,-46.62083837890623,-47.43281445312505,-48.16148583984375,-48.81447705078119,-49.39912646484379,-49.921872070312475,-50.387825683593746,-50.80291406250001,-51.1717670898438,-51.49816259765623,-51.786076660156255,-52.039925781250076,-52.26212011718758,-52.455464843750065,-52.62377587890626,-52.768242675781266,-52.89204052734374,-52.99772412109371,-53.086403320312456,-53.16052099609374,-53.2215722656249,-53.270934082031204,-53.310531250000054,-53.341843750000066,-53.36620703124993,-53.384478027343675,-53.39774218750006,-53.40685253906247,-53.413212890625005,-53.416861328124924,-53.41906982421881,-53.4221264648437,-53.42252685546873
