regime_name,metric,h,n_repeats_succeeded,n_inits_median,r_mean,r_median,r_abs_median,pval_mean,ci_lo_median,ci_hi_median,sig_share,W,agg,base_metric,is_temporal
NE,tmp2__mean__in_g_l2,32,50.0,5.0,-0.07073924985581784,-0.13805394601768575,0.35915722294216146,0.5510026457273244,-0.8987668876374763,0.8426644662081054,0.08,2.0,mean,in_g_l2,True
NE,tmp2__mean__in_g_l2,50,50.0,5.0,0.10307129999160627,0.24064787561898116,0.5041053554676208,0.4623636676773127,-0.8129509716847312,0.8851678253119142,0.22,2.0,mean,in_g_l2,True
NE,tmp8__std__in_g_l2,1,50.0,5.0,-0.09506608140716985,-0.20392032371148847,0.31355051892124314,0.5995393238860082,-0.8640900953133996,0.7706548854118034,0.08,8.0,std,in_g_l2,True
NE,tmp8__std__in_g_l2,2,50.0,5.0,0.1748837732298356,0.181838114072914,0.3938289503329258,0.5240279158581242,-0.602593521515872,0.9014817947564089,0.24,8.0,std,in_g_l2,True
NE,tmp8__std__in_g_l2,4,50.0,5.0,0.0761770170782562,0.09861924633068112,0.24302535438192324,0.6424101506964085,-0.7170660396769406,0.8428786602920129,0.12,8.0,std,in_g_l2,True
NE,tmp8__std__in_g_l2,8,50.0,5.0,-0.03152872790650156,-0.08672251375864673,0.5157368547710772,0.43780735439478013,-0.857904344932169,0.7960065729482497,0.34,8.0,std,in_g_l2,True
NE,tmp8__std__in_g_l2,16,50.0,5.0,-0.2860017560118093,-0.3554187142876593,0.5023659383885949,0.4779869635735345,-0.9382512352125938,0.6803498083925128,0.22,8.0,std,in_g_l2,True
NE,tmp8__std__in_g_l2,32,50.0,5.0,-0.39555778330123237,-0.5320868078389485,0.5522496668952688,0.3672650628503645,-0.9561438157747955,0.5422202915291043,0.3,8.0,std,in_g_l2,True
NE,tmp8__std__in_g_l2,50,50.0,5.0,0.1471101511932875,0.25892349652302404,0.4658087471995745,0.42639509415871557,-0.5760304876728939,0.9099351172635869,0.3,8.0,std,in_g_l2,True
NE,weight_norm,1,50.0,5.0,0.04885880290575199,0.12284365507598764,0.37553430991670905,0.5086868668390974,-0.8518241064075321,0.8809083521980942,0.2,,,weight_norm,False
NE,weight_norm,2,50.0,5.0,0.17763494697948748,0.2899477695753606,0.3571988483227542,0.5232502664837826,-0.6436606313991547,0.9117751533901661,0.24,,,weight_norm,False
NE,weight_norm,4,50.0,5.0,0.33986386244121236,0.45525491128855244,0.47417964571715177,0.4603226484058924,-0.5067588518165067,0.9462478274809938,0.2,,,weight_norm,False
NE,weight_norm,8,50.0,5.0,0.09388898583738485,0.018731138686984485,0.24000466164963102,0.6354858866326601,-0.7167688025529755,0.8803725419263746,0.18,,,weight_norm,False
NE,weight_norm,16,50.0,5.0,0.3257405393984065,0.39306263707254363,0.4516186202913748,0.507324841780216,-0.5017297118323859,0.9412964771791077,0.28,,,weight_norm,False
NE,weight_norm,32,50.0,5.0,0.2595544650268039,0.257482544724508,0.4070912778191462,0.536131999557682,-0.7448107685684335,0.9421192365721338,0.24,,,weight_norm,False
NE,weight_norm,50,50.0,5.0,0.11446147384258851,0.22181957203119468,0.4076561033552928,0.49700702934297103,-0.7989643744054331,0.8561529905085501,0.24,,,weight_norm,False
OP,activation_mean,1,50.0,5.0,-0.016823101835193296,0.010928301061638057,0.3819199717969185,0.5529082054798358,-0.8611086648824275,0.8320454265945663,0.18,,,activation_mean,False
OP,activation_mean,2,50.0,5.0,0.13826927625637514,0.2785255144683768,0.535926550240678,0.4033156969363212,-0.8307938795631027,0.9010091973356256,0.22,,,activation_mean,False
OP,activation_mean,4,50.0,5.0,0.034218487465549015,-0.03877467424813579,0.2677080288191954,0.5780369518290166,-0.767502036656264,0.7795322686136738,0.24,,,activation_mean,False
OP,activation_mean,8,50.0,5.0,-0.03960040083987933,-0.12054692007000277,0.3798167286702078,0.4749699683690784,-0.807612536507956,0.7273156400401808,0.24,,,activation_mean,False
OP,activation_mean,16,50.0,5.0,-0.023635915710597758,-0.08869369139787668,0.36346519323250204,0.5295973520499014,-0.8509037217011386,0.8191974933406271,0.16,,,activation_mean,False
OP,activation_mean,32,50.0,5.0,0.019097580006404113,-0.0009074818616328639,0.3986924985173495,0.5087378032037099,-0.8063915745872834,0.835785036395128,0.32,,,activation_mean,False
OP,activation_mean,50,50.0,5.0,-0.17770877566459556,-0.2084286517801674,0.280200795195229,0.5879282260273793,-0.8942986618909468,0.754605851189015,0.12,,,activation_mean,False
OP,tmp2__mean__in_g_l2,1,50.0,5.0,0.43801556299444383,0.5819770296353461,0.6330799469919275,0.35524938862582517,-0.27954063091040837,0.959912033162525,0.46,2.0,mean,in_g_l2,True
OP,tmp2__mean__in_g_l2,2,50.0,5.0,-0.2585106838022451,-0.32871492572352473,0.47728965166218285,0.4620256622329596,-0.9192041987386719,0.6883999270404721,0.32,2.0,mean,in_g_l2,True
OP,tmp2__mean__in_g_l2,4,50.0,5.0,-0.3924505747059477,-0.4660696250344571,0.4937570159418897,0.4326539179660775,-0.9303236084536842,0.44494079719769664,0.32,2.0,mean,in_g_l2,True
OP,tmp2__mean__in_g_l2,8,50.0,5.0,-0.22043687743316348,-0.3916363362364247,0.5207269212276491,0.4082102704558215,-0.9319976656229481,0.6950705249157347,0.32,2.0,mean,in_g_l2,True
OP,tmp2__mean__in_g_l2,16,50.0,5.0,-0.0649955741898518,-0.16339823824500926,0.3683392857423847,0.5199374628271505,-0.828189798387611,0.8481457229547149,0.2,2.0,mean,in_g_l2,True
OP,tmp2__mean__in_g_l2,32,50.0,5.0,-0.2221661157436212,-0.32048770171385255,0.42490504655761274,0.46099609171463596,-0.9183262480171517,0.606077852406038,0.32,2.0,mean,in_g_l2,True
OP,tmp2__mean__in_g_l2,50,50.0,5.0,0.17646878343993028,0.26739399150127063,0.3745581978177467,0.5553052399865274,-0.753751503730579,0.9010711848975588,0.08,2.0,mean,in_g_l2,True
OP,tmp8__std__in_g_l2,1,50.0,5.0,0.19004040734839672,0.2755288548601073,0.36788761138239395,0.5397462854377341,-0.6221458958066768,0.9097510478325509,0.18,8.0,std,in_g_l2,True
OP,tmp8__std__in_g_l2,2,50.0,5.0,-0.07802054998685251,-0.08621190005786569,0.3052026689608625,0.5557389062170077,-0.8176076408549784,0.781837290141091,0.24,8.0,std,in_g_l2,True
OP,tmp8__std__in_g_l2,4,50.0,5.0,0.019247045431870998,-0.08128797986382225,0.4535899014545516,0.4669355935003173,-0.8188441526959724,0.8777139104055938,0.2,8.0,std,in_g_l2,True
OP,tmp8__std__in_g_l2,8,50.0,5.0,0.3805419146364953,0.47214654443357146,0.5863144282177759,0.429308957841899,-0.5658088512639623,0.9556992228006157,0.26,8.0,std,in_g_l2,True
OP,tmp8__std__in_g_l2,16,50.0,5.0,0.16849498747905145,0.14376365924507112,0.21362247747830024,0.628714554050112,-0.50844766014354,0.8597239646610983,0.18,8.0,std,in_g_l2,True
OP,tmp8__std__in_g_l2,32,50.0,5.0,0.06082375849362607,0.05268532032668542,0.4049205543032815,0.5340105761783893,-0.793314744780323,0.8520555693678293,0.16,8.0,std,in_g_l2,True
OP,tmp8__std__in_g_l2,50,50.0,5.0,-0.3639597056795347,-0.3849660396618316,0.43906529742820677,0.4599776604298378,-0.9432634051626885,0.6970610673522764,0.26,8.0,std,in_g_l2,True
OP,weight_norm,1,50.0,5.0,-0.20057306556900126,-0.22667307402471526,0.31312777706564277,0.5593484834781344,-0.8931613144309376,0.6517937697759693,0.2,,,weight_norm,False
OP,weight_norm,2,50.0,5.0,0.351370395498043,0.41029401335077376,0.461498493886392,0.467474096714406,-0.4398512596974709,0.9404086716486302,0.2,,,weight_norm,False
OP,weight_norm,4,50.0,5.0,0.10599401559130875,0.12008031212823694,0.35815110750826407,0.5351383992613123,-0.8022320841138726,0.8999810394331756,0.2,,,weight_norm,False
OP,weight_norm,8,50.0,5.0,0.22476934860890083,0.29554252531249964,0.42309678239750276,0.451635991137311,-0.7542499783484344,0.9216800725850276,0.26,,,weight_norm,False
OP,weight_norm,16,50.0,5.0,0.043628917787159285,0.009669284850112269,0.369430036319522,0.5150895288699622,-0.7940681295007714,0.7630510077512745,0.22,,,weight_norm,False
OP,weight_norm,32,50.0,5.0,-0.010353554201292092,-0.12892922445006116,0.4141371461764209,0.5142590165093437,-0.8613132669685157,0.8215531173271327,0.14,,,weight_norm,False
OP,weight_norm,50,50.0,5.0,-0.21779041720631878,-0.21662704123463325,0.3850125244807191,0.5320108206344686,-0.9350598966337801,0.6885485956582491,0.2,,,weight_norm,False
UP,activation_mean,1,50.0,5.0,-0.37658568660075675,-0.4886221926217086,0.5368515728505961,0.4109071945934473,-0.9505896765260807,0.4674474316455635,0.38,,,activation_mean,False
UP,activation_mean,2,50.0,5.0,-0.675086415125253,-0.7450992435250849,0.7450992435250849,0.22497115305939047,-0.9712438339198604,-0.3141724720521959,0.6,,,activation_mean,False
UP,activation_mean,4,50.0,5.0,-0.3052462594985896,-0.35802064383420407,0.38886116152862704,0.4929095562933932,-0.9201062881098826,0.5714523305224044,0.32,,,activation_mean,False
UP,activation_mean,8,50.0,5.0,0.07601140160788684,0.052982293007484624,0.38842254817870103,0.5441984997715168,-0.8330321627268364,0.8332900545158296,0.16,,,activation_mean,False
UP,activation_mean,16,50.0,5.0,-0.06778134944801056,-0.05827694371202405,0.3422865950149569,0.5793563849664036,-0.7880530954936942,0.8315737072067863,0.16,,,activation_mean,False
UP,activation_mean,32,50.0,5.0,0.026038836466000633,0.05061156302711675,0.2579491574483389,0.6050720545773411,-0.7791990775954791,0.857761744344024,0.1,,,activation_mean,False
UP,activation_mean,50,50.0,5.0,0.0076491142958121545,0.01868680502502844,0.30247980027965504,0.5880841106881464,-0.8211909304793605,0.8234556914573941,0.12,,,activation_mean,False
UP,tmp2__mean__in_g_l2,1,50.0,5.0,0.07715246610693832,0.1826422870462876,0.47354496777587773,0.4411428683221694,-0.7904908359467915,0.9219173541867027,0.16,2.0,mean,in_g_l2,True
UP,tmp2__mean__in_g_l2,2,50.0,5.0,-0.18696390056905993,-0.31334392344491163,0.4376185228457108,0.517764887350037,-0.8818898648336277,0.681592197464721,0.3,2.0,mean,in_g_l2,True
UP,tmp2__mean__in_g_l2,4,50.0,5.0,0.057083389244896664,-0.06110215975386819,0.31199943162465044,0.5559262401857208,-0.7834044688651769,0.8764089630654694,0.18,2.0,mean,in_g_l2,True
UP,tmp2__mean__in_g_l2,8,50.0,5.0,0.17351405906086778,0.24049556774657155,0.36933602459899084,0.5028257307547807,-0.8061026000940381,0.8468747113215225,0.22,2.0,mean,in_g_l2,True
UP,tmp2__mean__in_g_l2,16,50.0,5.0,0.013565642005455616,0.032893339760027764,0.4318756807730476,0.5084018605438703,-0.8167083100992172,0.8649699277338185,0.16,2.0,mean,in_g_l2,True
UP,tmp2__mean__in_g_l2,32,50.0,5.0,0.16196041993933163,0.186847426872265,0.3549911824163253,0.5598094966952064,-0.7276966912818325,0.9169336559842369,0.16,2.0,mean,in_g_l2,True
UP,tmp2__mean__in_g_l2,50,50.0,5.0,0.11353744452873409,0.17027873760808598,0.3763168182712695,0.5057011275362122,-0.7199388708794188,0.8768488021795515,0.3,2.0,mean,in_g_l2,True
UP,tmp8__std__in_g_l2,1,50.0,5.0,-0.04560344292632592,-0.08330913241509424,0.4684258125637756,0.44790412401597607,-0.8726746329142026,0.8417803634451557,0.2,8.0,std,in_g_l2,True
UP,tmp8__std__in_g_l2,2,50.0,5.0,-0.11022324171187386,-0.14423502949501574,0.4277913219074874,0.4944551440671356,-0.8725650541008051,0.8382070603333923,0.22,8.0,std,in_g_l2,True
UP,tmp8__std__in_g_l2,4,50.0,5.0,0.14296801478601887,0.26318069288169166,0.42922027534182416,0.46604600704224014,-0.6387862085599705,0.9223592126023746,0.26,8.0,std,in_g_l2,True
UP,tmp8__std__in_g_l2,8,50.0,5.0,-0.27779082020890544,-0.38853690758069215,0.5044064462134759,0.4390067172214892,-0.9350727066454609,0.7439466736548013,0.3,8.0,std,in_g_l2,True
UP,tmp8__std__in_g_l2,16,50.0,5.0,0.01433790963700696,-0.09986728588446186,0.3648939027221028,0.5080652640287049,-0.9196504596784064,0.7878027321640724,0.1,8.0,std,in_g_l2,True
UP,tmp8__std__in_g_l2,32,50.0,5.0,-0.09516742146653595,-0.2646139785403596,0.5621335018531342,0.4025302806198503,-0.9068182772364759,0.767431274872431,0.4,8.0,std,in_g_l2,True
UP,tmp8__std__in_g_l2,50,50.0,5.0,0.1917804307119814,0.17016493244422068,0.3523812002829675,0.5514420661051173,-0.6330498266143487,0.8981076977401736,0.14,8.0,std,in_g_l2,True
UP,weight_norm,1,50.0,5.0,-0.1738256202976316,-0.32192386570157105,0.39477140345240314,0.5073535849113331,-0.9195468641613286,0.7033163281533129,0.16,,,weight_norm,False
UP,weight_norm,2,50.0,5.0,-0.3017630060079334,-0.3691956688302748,0.40927960342802044,0.5046963750179543,-0.9301461336477005,0.5761229773299315,0.36,,,weight_norm,False
UP,weight_norm,4,50.0,5.0,-0.2902586563272123,-0.372226681000972,0.40483863818226695,0.527149756389739,-0.8975493553713594,0.6266079696650817,0.2,,,weight_norm,False
UP,weight_norm,8,50.0,5.0,0.11894041983213216,0.19043345077458987,0.31452097662515893,0.5686160116322828,-0.7341462939015644,0.8351507186287292,0.22,,,weight_norm,False
UP,weight_norm,16,50.0,5.0,-0.17706835774014432,-0.300823052517998,0.4625873365401828,0.46953954770858375,-0.9413422128886756,0.7617695518248582,0.24,,,weight_norm,False
UP,weight_norm,32,50.0,5.0,-0.14664597751086839,-0.19881848858170775,0.3079260580723388,0.5528126206758615,-0.8984474442637107,0.6273021385953612,0.26,,,weight_norm,False
UP,weight_norm,50,50.0,5.0,0.005290854090622256,0.015123526259405565,0.3614514040838483,0.549966277951512,-0.7675546059880431,0.8691753558614617,0.14,,,weight_norm,False
